,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,WORD COUNT,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,COMPLEX WORD COUNT,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
141,143,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,34,18,0.31,575,0.09,15.1,110,0.19,6.116,15.13,2.2973913043478262,0,5.2217675941080195
142,144,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,30,22,0.15,477,0.11,9.2,105,0.22,3.7680000000000002,9.17,2.2536687631027252,0,5.1652977412731005
143,145,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,14,12,0.08,299,0.09,10.3,67,0.22,4.208000000000001,10.31,2.2274247491638794,3,5.252767527675276
144,146,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,63,17,0.57,752,0.11,9.8,143,0.19,3.9960000000000004,9.77,2.202127659574468,5,5.110294117647059
145,147,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,28,20,0.17,574,0.08,9.0,116,0.2,3.6799999999999997,8.97,2.2665505226480835,7,5.0175298804780875
146,148,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,19,10,0.31,294,0.1,9.2,57,0.19,3.756,9.19,2.0816326530612246,4,4.8133333333333335
147,149,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,43,39,0.05,567,0.14,9.0,127,0.22,3.6880000000000006,9.0,2.234567901234568,6,5.079526226734348
148,150,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,41,60,-0.19,817,0.12,12.8,172,0.21,5.204000000000001,12.77,2.127294981640147,3,5.5065381968341365
149,151,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,20,8,0.43,340,0.08,8.1,84,0.25,3.34,8.1,2.320588235294118,4,5.0898282694848085
150,152,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,24,3,0.78,213,0.13,9.3,48,0.23,3.8120000000000007,9.26,2.3615023474178405,0,5.252653927813164
151,153,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,18,18,0.0,440,0.08,8.8,112,0.25,3.6200000000000006,8.8,2.2227272727272727,3,5.055555555555555
152,154,https://insights.blackcoffer.com/analytics-healthcare-industry/,36,25,0.18,354,0.17,10.7,98,0.28,4.3919999999999995,10.73,2.4124293785310735,1,5.498525073746313
153,155,https://insights.blackcoffer.com/business-analytics-textile-industry/,30,3,0.82,391,0.08,15.6,88,0.23,6.332000000000001,15.64,2.312020460358056,1,5.220238095238095
154,156,https://insights.blackcoffer.com/big-data-marketing-reality/,26,13,0.33,473,0.08,10.8,99,0.21,4.404000000000001,10.75,2.1035940803382664,1,5.087090163934426
155,157,https://insights.blackcoffer.com/understanding-millennial-market/,20,16,0.11,286,0.13,13.6,55,0.19,5.516,13.62,2.164335664335664,2,5.261101243339254
156,158,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,21,2,0.83,358,0.06,9.9,84,0.23,4.0520000000000005,9.94,2.298882681564246,1,5.128169014084507
157,159,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,40,7,0.7,317,0.15,13.8,78,0.25,5.620000000000001,13.78,2.217665615141956,0,5.466329966329966
158,160,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,18,3,0.71,325,0.06,11.2,69,0.21,4.564,11.21,2.1815384615384614,0,4.809462915601023
159,161,https://insights.blackcoffer.com/digital-transformation-oil-gas/,21,20,0.02,350,0.12,14.0,105,0.3,5.720000000000001,14.0,2.3771428571428572,1,5.343373493975903
160,162,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,25,6,0.61,398,0.08,17.3,86,0.22,7.008,17.3,2.178391959798995,0,5.015267175572519
161,163,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,22,3,0.76,333,0.08,13.3,75,0.23,5.412000000000001,13.32,2.3003003003003,0,5.534602076124568
162,164,https://insights.blackcoffer.com/role-big-data-cyber-security/,30,32,-0.03,419,0.15,15.0,96,0.23,6.0920000000000005,14.96,2.460620525059666,0,5.785123966942149
163,165,https://insights.blackcoffer.com/role-big-data-healthcare/,49,53,-0.04,595,0.17,11.9,149,0.25,4.86,11.9,2.3226890756302523,0,5.615887850467289
164,166,https://insights.blackcoffer.com/data-driven-dashboards/,22,8,0.47,380,0.08,9.7,58,0.15,3.94,9.74,2.163157894736842,0,5.124223602484472
165,167,https://insights.blackcoffer.com/role-big-data-academia/,32,18,0.28,688,0.07,9.7,129,0.19,3.9559999999999995,9.69,2.193313953488372,15,5.074148296593187
166,168,https://insights.blackcoffer.com/sales-forecasting-in-retail/,26,15,0.27,409,0.1,14.6,92,0.22,5.928000000000001,14.61,2.2444987775061125,0,5.639716312056738
167,169,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,16,48,-0.5,555,0.12,10.5,104,0.19,4.276,10.47,2.338738738738739,6,5.475237091675448
168,170,https://insights.blackcoffer.com/data-exfiltration/,2,4,-0.33,218,0.03,8.7,49,0.22,3.568,8.72,2.146788990825688,11,4.795833333333333
169,171,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8,8,0.0,135,0.12,12.3,28,0.21,5.004000000000001,12.27,2.051851851851852,0,4.864864864864865
